Ensemble_ID,Gene_symbol,H376.VI.50_OFC,H376.VI.51_OFC,H376.VI.52_OFC,H376.VII.51_OFC,H376.VIII.51_OFC,H376.VIII.53_OFC,H376.VIII.52_OFC,H376.VIII.54_OFC,H376.VIII.50_OFC
ENSG00000011083,SLC6A7,12.03,5,8.4,6.87,19.54,3.07,13.29,9.51,9.32
ENSG00000011105,TSPAN9,3.44,8.53,5.19,3.37,5.76,4.1,5.29,5.72,3.32
ENSG00000011114,BTBD7,0.65,2.55,0.78,1.03,1.35,0.44,2,2.16,1.26
ENSG00000011132,APBA3,0.81,2.84,2.53,1.33,2.51,2.33,2.54,3.21,1.22
ENSG00000011143,MKS1,1.1,2.78,1.72,1.67,1.84,1.19,2.42,1.81,1.72
ENSG00000011198,ABHD5,1.82,4.21,2.86,1.9,2.28,0.76,3.53,2.8,2.3
ENSG00000011201,ANOS1,5.03,11.04,10.94,6.18,3.25,2.21,5.55,5.63,4.7
ENSG00000011243,AKAP8L,16.08,31.21,19.33,30.89,16.15,19.32,22.62,30.5,12.48
ENSG00000011258,MBTD1,2.02,2.43,1.64,1.39,1.81,0.56,1.96,1.73,1.86
ENSG00000011260,UTP18,10.52,4.74,14.19,14.4,7.16,1.52,6.1,4.91,8.27
ENSG00000011275,RNF216,3.68,7.5,4.93,2.95,4.98,2.5,4.67,4.45,3.48
ENSG00000011295,TTC19,10.95,11.97,11.82,9.68,12.81,3.6,8.95,7.93,10.95
ENSG00000011304,PTBP1,0.96,23.06,6.66,5.2,6.44,8.68,12.17,15.51,5.14
ENSG00000011332,DPF1,15.47,5.62,16.35,12.67,11.05,9.18,7.45,6.88,6.33
ENSG00000011347,SYT7,25.6,7.8,14.2,20.02,39.92,4.85,17.82,12.07,17.26
ENSG00000011376,LARS2,5.2,12.2,7.69,5.85,5.99,2.53,8.55,7.22,5.84
ENSG00000011405,PIK3C2A,2.18,6.79,2.23,2.51,3.19,1.99,4.24,5.92,4.25
ENSG00000011422,PLAUR,0.34,2.02,1.28,0.88,1.07,0.53,0.97,0.92,0.77
ENSG00000011426,ANLN,9.05,0.47,0.87,7.39,11.24,4.76,3.92,13.43,14.83
ENSG00000011451,WIZ,7.25,14.75,12.45,7.93,7.96,4.71,7.81,8.49,5.65
ENSG00000011454,RABGAP1,11.01,11.56,9.82,7.86,14.25,3.05,9.57,10.95,11.05
ENSG00000011465,DCN,7.94,10.1,15.16,11.16,8.71,5.72,12.68,11.52,10
ENSG00000011478,QPCTL,2.33,5.13,1.53,2.23,4.77,2.33,5.6,2.95,3.1
ENSG00000011485,PPP5C,13.66,8.96,23.4,20.47,16.7,2.75,9.57,7.44,10
ENSG00000011523,CEP68,7.1,6.41,9.97,5.59,10.87,1.53,3.39,4.29,6.26
ENSG00000011566,MAP4K3,7.69,4.55,10.43,5.97,7.72,1.11,3.29,4,6
ENSG00000011590,ZBTB32,0.19,0.13,0,0,0.01,0.05,0.44,0.34,0.13
ENSG00000011600,TYROBP,11.81,13.61,13.61,10.53,39.45,6.69,23.09,9.84,16.27
ENSG00000011638,TMEM159,7.78,2.58,17.44,5.81,3.6,0.51,0.86,0.69,5.41
ENSG00000011677,GABRA3,16.38,5.54,13.18,18.82,19.18,0.82,4.91,4.04,13.72
ENSG00000012048,BRCA1,0,0.49,0.12,0.29,0.38,0.31,1.25,0.58,0.27
ENSG00000012061,ERCC1,8.59,16.64,12.26,10.1,11.46,6.28,13.22,11.41,9.35
ENSG00000012124,CD22,0.69,0.54,0,0.93,2.07,2.32,3.76,4.48,2.31
ENSG00000012171,SEMA3B,3.68,3.02,1.02,2.45,7.08,15.47,11.05,14.74,6.36
ENSG00000012174,MBTPS2,3,2.04,3.74,2.95,3.36,0.33,1.76,1.41,2.62
ENSG00000012211,PRICKLE3,0.35,1.55,0.39,0.43,0.47,1.09,2.18,1.15,0.58
ENSG00000012223,LTF,0.23,0.51,0.27,0.37,0.26,0.09,0.02,0.4,0.51
ENSG00000012232,EXTL3,9.24,8.9,9.76,3.78,15.32,2.77,6.47,6.18,6.64
ENSG00000012504,NR1H4,0,0.04,0,0.03,0.07,0.02,0,0.02,0.15
ENSG00000012660,ELOVL5,17.01,54.21,20.84,22.59,13.57,17.3,32.74,44.63,20.08
ENSG00000012779,ALOX5,0.25,0.38,0.18,0.05,1.04,0.15,0.49,0.47,0.64
ENSG00000012817,KDM5D,1.24,4.29,1.78,2.99,0,0,1.49,3,2.03
ENSG00000012822,CALCOCO1,8.71,13.32,8.47,10.08,12.93,2.9,12.69,12.56,10.23
ENSG00000012963,UBR7,19.37,15.33,21.25,30.52,26.07,2.73,15.06,11.84,17.94
ENSG00000012983,MAP4K5,3.11,4.87,1.74,1.9,2.81,2.2,3.23,5.37,2.98
ENSG00000013016,EHD3,23.04,11.86,11.77,10.31,30.37,2.89,20.37,11.02,23.84
ENSG00000013275,PSMC4,45.65,35.62,47.46,51.51,47.86,15.04,43.57,38.53,38.31
ENSG00000013288,MAN2B2,5.36,6.71,6.41,5.33,7.68,1.65,4.89,4.16,4.51
ENSG00000013293,SLC7A14,4.04,0.49,1.56,3.33,9,0.52,0.38,0.88,3.58
ENSG00000013297,CLDN11,12.59,7.86,1.23,8.39,35.55,26.81,17.56,26.22,18.56
ENSG00000013306,SLC25A39,14.33,38.28,32.55,18.9,22.88,20.96,36.76,21.54,16.68
ENSG00000013364,MVP,3.08,7.35,2.86,3.04,5.05,8.39,11.29,9.93,4.58
ENSG00000013374,NUB1,5.97,5.69,6.93,5.13,6.25,1.77,5,5.75,5.43
ENSG00000013375,PGM3,2.9,7.41,3.25,3.76,3.83,1.53,4.2,4.36,3.63
ENSG00000013392,RWDD2A,6.56,3.5,8.97,6.48,6.68,0.98,3.08,2.73,6.45
ENSG00000013441,CLK1,9.88,15.92,4.29,26.31,3.89,1.8,8.57,14.79,9.3
ENSG00000013503,POLR3B,3.29,1.77,3.02,3.75,3.57,0.54,1.29,1.59,2.77
ENSG00000013523,ANGEL1,2.29,8.08,0.88,2.67,3.96,1.57,6.21,4.78,4.14
ENSG00000013561,RNF14,15.99,6.47,15.79,21.82,12.68,3.22,9.75,7.44,14.95
ENSG00000013563,DNASE1L1,2.31,3.1,2.83,2.06,3.56,1.27,3.93,2.63,2.51
ENSG00000013573,DDX11,0.26,1.11,0.31,0.46,0.14,0.29,0.66,0.57,0.12
ENSG00000013583,HEBP1,5.26,4.94,8.08,6.79,5.46,3.92,4.77,6.39,5.78
ENSG00000013588,GPRC5A,0,0.17,0.2,0.15,0.16,0.05,0.56,0.01,0
ENSG00000013619,MAMLD1,3.47,6.88,4.38,2.47,4.77,0.65,2.58,3.81,3.46
ENSG00000013725,CD6,0.34,0.32,0.54,0.24,0.23,0.09,0.17,0.19,0.34
ENSG00000013810,TACC3,0,1.62,0.45,0.68,0.79,0.55,1.15,1.24,0.17
ENSG00000014123,UFL1,5.47,5.33,5.87,9.14,5.26,2,4.06,5.63,5.54
ENSG00000014138,POLA2,0.83,1.08,1.08,1.09,1.33,0.62,1.2,0.94,1.07
ENSG00000014164,ZC3H3,3.25,5.25,4.78,2.3,4.34,2.38,3.71,5.15,2.45
ENSG00000014216,CAPN1,11.34,9.3,14.84,9.12,9.39,4.85,9.88,8.76,7.68
ENSG00000014257,ACPP,0,0.05,0.01,0.01,0.01,0,0,0,0
ENSG00000014641,MDH1,84.98,23.92,109.8,117.89,90.52,7.45,56.13,21.88,87.26
ENSG00000014824,SLC30A9,37.51,16.07,36.35,39.84,29.62,5.32,14.69,12.44,30.9
ENSG00000014914,MTMR11,0.51,1.11,0.37,0.75,0.61,0.52,1.09,1.4,0.79
ENSG00000014919,COX15,6.33,7.46,5.86,6.37,3.67,2.68,6.89,6.2,7.09
ENSG00000015133,CCDC88C,1.9,2.49,1.41,1.07,1.07,0.58,0.79,1.8,1.66
ENSG00000015153,YAF2,3.83,1.52,6.47,5.77,3.31,1.68,2.58,1.6,3.43
ENSG00000015171,ZMYND11,34.61,29.57,38.69,34.13,31.49,5.99,21.61,24.52,28.17
ENSG00000015285,WAS,0.71,1.15,0.02,0.18,1.41,0.73,0.9,0.58,0.95
ENSG00000015413,DPEP1,0.26,0.98,0.3,0.17,0.08,0.04,0,0.1,0.04
ENSG00000015475,BID,11.71,10.02,23.33,14.94,11,4.06,13.83,7.97,10.78
ENSG00000015479,MATR3,50.49,19.42,59.57,47.14,33.18,4.41,21.07,15.98,38.88
ENSG00000015520,NPC1L1,0.04,0.01,0,0.07,0.01,0,0,0,0
ENSG00000015532,XYLT2,2.47,6.92,2.79,1.9,3.55,4.7,5.89,5.97,3.32
ENSG00000015568,RGPD5,0,0,0,0,0,0,0.008657,0,0
ENSG00000015592,STMN4,99.9,39.16,123.13,92.56,98.11,13.79,40.73,48.72,48.36
ENSG00000015676,NUDCD3,44.66,19.93,46.55,46.66,54.57,6.07,28.94,14.42,32.54
ENSG00000016082,ISL1,1.07,0,0,0,0.01,0,0,0,0.4
ENSG00000016391,CHDH,1.17,12.97,2.87,1.66,1.94,3.33,7.27,9.1,3.68
ENSG00000016402,IL20RA,0.14,0.25,0.22,0.03,0.06,0.34,0.33,0.32,0.6
ENSG00000016490,CLCA1,0,0.02,0,0,0,0,0.02,0,0
ENSG00000016602,CLCA4,0.56,0,0.14,0.4,0.54,0.27,0.43,1.01,1.11
ENSG00000016864,GLT8D1,7.35,10.32,10.62,7.29,9.75,2.51,6.59,7.03,7.31
ENSG00000017260,ATP2C1,21.67,14.87,21.54,30.91,25.02,4.83,14.88,13.8,19.14
ENSG00000017427,IGF1,1.56,0.83,3.21,1.58,2.69,0.15,1.04,0.39,1.08
ENSG00000017483,SLC38A5,5.47,25.24,9.99,5.33,7.37,14.07,17.24,14.48,6.35
ENSG00000017797,RALBP1,9.03,6.44,6.01,12.11,11.1,5.99,8.69,8.09,9.27
ENSG00000018189,RUFY3,41.32,13.61,49.57,51.77,25.86,4.52,12.33,12.4,29.09
ENSG00000018236,CNTN1,70.05,23.94,83.37,67.97,95.25,4.94,14.78,16.23,52.45
ENSG00000018280,SLC11A1,0,0.16,0.06,0.01,0.13,0.3,0,0.14,0.28
ENSG00000018408,WWTR1,1.7,7.05,2.1,3.12,1.68,3.06,4.6,3.66,2.33
ENSG00000018510,AGPS,7.2,4.12,6.23,8.13,5.67,1.28,3.26,4.25,5.89
ENSG00000018610,CXorf56,3.51,3.17,2.42,3.12,5.01,2.56,4.19,3.81,3.84
ENSG00000018625,ATP1A2,73.34,583.93,112.18,95.22,77.46,128.89,349.03,455.78,140.02
ENSG00000018699,TTC27,2.84,2.09,2.45,1.34,2.5,0.63,1.54,1.54,1.87
ENSG00000018869,ZNF582,0.7,0.97,1.44,1.09,1.05,0.52,1.44,1.01,1.19
ENSG00000019102,VSIG2,1.27,1.08,1.09,0.85,1.94,0.9,1.11,1.02,1.06
ENSG00000019144,PHLDB1,1.79,8.89,1.82,1.24,4.19,5.55,6.59,9.77,3.93
ENSG00000019169,MARCO,0.5,0.85,1.98,0.25,0.43,0.38,0.33,1.46,0.35
ENSG00000019186,CYP24A1,0.15,0.26,0.08,0.17,0.63,0.06,0.27,0.33,0.13
ENSG00000019485,PRDM11,0.9,0.82,0.93,1.29,1.75,0.38,1.24,0.62,0.84
ENSG00000019505,SYT13,63.52,10.46,56.11,60.33,60.33,1.53,16.89,10.5,40.16
ENSG00000019549,SNAI2,1.88,0.62,1.39,1.26,0.76,0.35,0.31,0.74,0.65
ENSG00000019582,CD74,10.85,8.38,3.19,7.55,50.87,11.86,19.16,11.75,16.74
ENSG00000019991,HGF,0.41,3.13,1.12,1.09,0.49,1.15,1.83,2.15,0.52
ENSG00000019995,ZRANB1,11.79,8.75,10.21,10.47,11.98,2.62,7.47,7.7,10.31
ENSG00000020129,NCDN,97.71,36.78,67.47,38.07,145.82,8.38,69.02,33.25,79.86
ENSG00000020181,ADGRA2,3.02,9.35,4.33,4.44,4.81,3.46,6.48,7.76,3.47
ENSG00000020256,ZFP64,1.58,1.58,2.25,0.8,2.42,0.59,0.86,1.45,1.51
ENSG00000020426,MNAT1,1.49,2.86,1.41,2.72,1.63,1.33,2.14,2.64,1.95
ENSG00000020577,SAMD4A,1.87,4.07,1.92,2.86,4.94,2.89,5.97,5.41,2.84
ENSG00000020633,RUNX3,0.03,0.26,0.08,0.06,0.03,0.29,0.55,0.27,0.1
ENSG00000020922,MRE11A,0.57,1.12,0.75,1.05,1.36,0.29,1.01,1.07,1.31
ENSG00000021300,PLEKHB1,43.51,83.63,26.97,52.29,54.48,103.05,147.16,118.16,90.89
ENSG00000021355,SERPINB1,1.04,2.44,1.18,0.94,2.39,4.09,4.23,3.21,2.27
ENSG00000021461,CYP3A43,0,0.15,0,0,0,0,0,0,0
ENSG00000021488,SLC7A9,0.36,0.19,0,0.13,0.02,0,0.4,0.35,0.21
ENSG00000021574,SPAST,12.26,4.18,14.45,5.62,7.73,2.35,4.75,4.98,9.78
ENSG00000021645,NRXN3,12.31,2.53,11.63,7.73,25.66,3.78,4.81,3.43,9.42
ENSG00000021762,OSBPL5,2.52,3.65,3.64,2.14,3.5,1.73,2.35,3.7,1.52
ENSG00000021776,AQR,1.84,2.88,1.56,2.1,2.13,0.45,1.4,1.83,2.05
ENSG00000021826,CPS1,0.04,0.24,0.01,0.35,0.2,0.14,0.64,0.82,0.52
ENSG00000021852,C8B,0,0,0,0,0,0,0,0,0
ENSG00000022267,FHL1,25.65,58.59,36.61,23.91,32.46,9.58,25.86,24.83,27.54
ENSG00000022277,RTFDC1,24.45,22.36,26.85,32.4,23.62,12.91,27.45,23.96,24.06
ENSG00000022355,GABRA1,45.9,5.36,43.77,58.83,62.23,1.61,26.66,7.67,40.18
ENSG00000022556,NLRP2,0.76,0.75,0.47,0.6,0.95,0.1,1.03,0.05,0.64
ENSG00000022567,SLC45A4,4.04,2.47,1.85,1.88,4.62,0.9,5.02,2.36,3
ENSG00000022840,RNF10,23.6,20.23,24.38,29.7,27.72,6.27,23.02,19.2,22.28
ENSG00000022976,ZNF839,2.34,2.51,3.47,1.81,3.65,1.1,2.58,2.41,2.38
ENSG00000023041,ZDHHC6,8.59,8.42,8.43,11.46,7.23,2.8,7.13,6.03,8.33
ENSG00000023171,GRAMD1B,15.31,10.9,12.41,13.21,21.6,2.92,10.99,8.32,13.52
ENSG00000023191,RNH1,7.88,10.18,13.8,10.19,9.24,8.05,12.66,11.9,8.31
ENSG00000023228,NDUFS1,17.76,18.3,14.02,21.35,23.26,5.85,17.3,14.1,17.87
ENSG00000023287,RB1CC1,18.24,8.59,20.35,20.73,20.41,3.8,10.81,7.92,16.84
ENSG00000023318,ERP44,5.66,5.82,4.93,7.6,6.17,2.02,4.94,5.73,5.12
ENSG00000023330,ALAS1,23.5,14.93,22.27,33.86,22.95,4.76,18.67,11.64,18.32
ENSG00000023445,BIRC3,0.41,0.2,0.44,0.48,0.46,0.25,0.47,0.13,0.32
ENSG00000023516,AKAP11,32.43,6.76,27.3,35.75,27.27,2.92,5.82,7.01,29.72
ENSG00000023572,GLRX2,7.64,1.88,7.24,8.19,4.97,1.27,5.45,4.01,7.93
ENSG00000023608,SNAPC1,1.8,1.53,1.32,1.66,1.48,1,1.11,1.75,1.91
ENSG00000023697,DERA,3.85,5.54,4.56,4.52,3.99,2.6,6.31,5.63,4.82
ENSG00000023734,STRAP,54.85,25.68,62.85,60.69,44.78,15.88,37.43,29.67,48.46
ENSG00000023839,ABCC2,0,0.07,0.03,0.02,0.02,0,0,0.04,0
ENSG00000023892,DEF6,0.36,0.76,0.56,0.46,1.06,0.39,0.72,1.34,0.66
ENSG00000023902,PLEKHO1,7.98,13.13,13.06,8.68,6.44,7.25,12.16,10.55,5.71
ENSG00000023909,GCLM,2.65,1.45,3.01,1.71,2.22,0.81,1.9,2.2,2.66
ENSG00000024048,UBR2,3.18,4.11,2.54,3.29,3.69,1.01,2.29,3.41,3.36
ENSG00000024422,EHD2,7.35,11.24,4.48,5.36,11.3,10.2,15.78,17.12,6.97
ENSG00000024526,DEPDC1,0.14,0.14,0.22,0.07,0.1,0.03,0.76,0,0.11
ENSG00000024862,CCDC28A,7.97,7.73,5.79,7.46,8.75,4.27,10.51,7.75,12.29
ENSG00000025039,RRAGD,12.03,8.21,12.22,13.13,13.43,4.05,6.96,8.73,9.52
ENSG00000025156,HSF2,8.64,3.97,9.49,9.4,4.94,1.71,4.42,3.57,6.89
ENSG00000025293,PHF20,6.11,4.46,5.29,3.56,6.66,2.55,3.41,3.24,5.68
ENSG00000025423,HSD17B6,4.68,27.08,9.45,11.07,2.91,7.2,17.29,15.06,7.34
ENSG00000025434,NR1H3,1.72,2.8,2.55,2.12,2.07,2.11,2.94,2.32,1.78
ENSG00000025708,TYMP,0.41,0.54,0.74,0.27,0.61,0.86,1.05,0.7,0.89
ENSG00000025770,NCAPH2,10.54,12.05,21.83,13.92,14.96,5.06,11.91,7.89,8.08
ENSG00000025772,TOMM34,16.59,8.79,13.35,12.66,18.38,1.84,16.1,7.68,18.41
ENSG00000025796,SEC63,6.75,5.93,4.48,8.52,6.47,2.05,5.08,6.01,6.86
ENSG00000025800,KPNA6,8.75,7.98,6.51,10.72,13.16,2.61,6.82,6.99,9.64
ENSG00000026025,VIM,1.7,121.03,51.39,42.96,28.22,39.2,48.31,62.55,32.99
ENSG00000026036,RTEL1-TNFRSF6B,0.32,2.79,1.02,0.79,1.48,1.74,2.55,2,0.86
ENSG00000026103,FAS,0.55,0.85,0.78,0.6,0.38,0.18,0.67,0.39,0.54
ENSG00000026297,RNASET2,1.53,2.5,1.83,1.34,2.08,1.18,2.38,2.99,1.81
ENSG00000026508,CD44,0.25,0.8,0.49,2.95,0.99,0.5,0,1.31,1.05
ENSG00000026559,KCNG1,11.38,9.71,43.86,20.68,28.25,1.78,6.12,12.95,9.3
ENSG00000026652,AGPAT4,5.98,4,5.68,7.25,9.93,2.92,3.71,5.44,5.35
ENSG00000026751,SLAMF7,0,0,0,0.01,0.03,0.04,0,0.04,0
ENSG00000026950,BTN3A1,1.06,4.94,0.93,0.85,1.49,0.88,2.91,2.88,1.57
ENSG00000027001,MIPEP,3.24,2.07,2.52,3.22,2.13,0.79,1.68,1.66,2.16
ENSG00000027075,PRKCH,0.93,2.98,0.85,0.96,1.26,0.82,1.92,2.37,1.64
ENSG00000027644,INSRR,0.13,0.06,0.01,0.01,0.01,0.07,0.22,0.14,0.01
ENSG00000027697,IFNGR1,10.68,21.27,13.88,15.46,13.83,17.3,23.15,12.09,13.75
ENSG00000027847,B4GALT7,1.95,3.79,4.7,1.98,3.3,1.66,3.36,2.89,2.07
ENSG00000027869,SH2D2A,0.04,0.13,0.04,0.02,0.06,0.42,0.05,0.27,0
ENSG00000028116,VRK2,2.13,1.19,2.2,1.81,1.79,1.05,1.47,2.48,2.58
ENSG00000028137,TNFRSF1B,0.96,4.83,1.03,0.15,3.42,3.89,4.67,4.13,1.7
ENSG00000028203,VEZT,7.26,3.77,7.51,6.99,6.85,1.79,3.5,3.05,6.11
ENSG00000028277,POU2F2,0.33,0.23,0.08,0.19,0.46,0.9,0.88,0.38,0
ENSG00000028310,BRD9,3.29,3.84,4.56,3.6,3.64,2.08,3.61,4.11,2.83
ENSG00000028528,SNX1,4.61,9.36,3.51,5.3,8.5,3.77,8.42,10.61,6.37
ENSG00000028839,TBPL1,14.29,5.76,13.57,17.25,11.32,2.51,7.66,6.08,13.62
ENSG00000029153,ARNTL2,4.67,0.78,3.93,6.35,4.19,0.32,1.53,0.8,3.25
ENSG00000029363,BCLAF1,13.56,8.92,12.94,13.79,11.83,2.35,5.51,8.27,12.03
ENSG00000029364,SLC39A9,10.55,10.98,10.53,10.2,11.34,2.57,8.03,7.67,10.14
ENSG00000029534,ANK1,1.53,0.8,0.96,0.64,2.23,0.21,1.66,0.81,1.3
ENSG00000029559,IBSP,0.25,0,0,0,0.08,0,0.2,0,0.37
ENSG00000029639,TFB1M,2.11,1.72,1.27,2.03,1.61,0.7,3.32,1.76,2.06
ENSG00000029725,RABEP1,34.3,21.91,29.47,31.48,33.96,6.4,19.31,21.2,28.9
ENSG00000029993,HMGB3,11.32,10.7,10.87,8.91,6.49,2.69,5.53,6.27,6.53
ENSG00000030066,NUP160,1.43,2.71,1.72,1.12,1.55,0.63,0.71,2.02,1.53
ENSG00000030110,BAK1,2.15,2.59,2.8,2.66,2.71,2.73,3.06,3.08,2.22
ENSG00000030304,MUSK,0.14,0,0.15,0.01,0.05,0.04,0,0.05,0
ENSG00000030419,IKZF2,0.34,0.7,0.29,0.31,0.24,0.23,0.37,0.59,0.43
ENSG00000030582,GRN,13.03,29.07,23.55,14.04,25.42,13.24,23.86,20.6,12.56
ENSG00000031003,FAM13B,10.8,2.48,6.26,7.92,13.71,0.78,3.27,3.45,8.59
ENSG00000031081,ARHGAP31,1.59,11.53,1.7,2.54,2.82,1.81,4.85,7.84,2.76
ENSG00000031691,CENPQ,2.57,2.51,7.39,3.77,2.62,0.96,2.72,2.64,3.24
ENSG00000031698,SARS,50.33,21.09,43.62,53.81,48.42,8.94,36.16,22.26,42.34
ENSG00000031823,RANBP3,12.04,17.02,14.05,11.91,14.31,7.08,13.84,14.83,10.36
ENSG00000032219,ARID4A,5.46,4.35,4.84,5.23,5.52,1.59,3.19,4.29,4.61
ENSG00000032389,TSSC1,8.13,6.46,14.13,10.15,8.93,2.06,7.52,6.04,6.63
ENSG00000032444,PNPLA6,19.35,16.01,24.87,21.05,23.79,12.55,19.28,19.04,15.14
ENSG00000032742,IFT88,1.91,1.43,1.39,2.05,1.21,0.7,1.62,2.27,1.82
ENSG00000033011,ALG1,5.26,6.13,6.6,4.46,5.85,2.6,6.2,5.18,4.88
ENSG00000033030,ZCCHC8,1.2,1.45,0.85,0.93,0.8,0.37,0,1.1,0.89
ENSG00000033050,ABCF2,8.09,8.47,7.96,7.9,10.7,2.78,8.76,6.38,7.22
ENSG00000033100,CHPF2,4.54,4.65,7.49,2.4,7.67,1.82,3.92,3.87,3.66
ENSG00000033122,LRRC7,6.93,2.2,11.23,7.52,7.7,1.3,0.36,1.93,5.2
ENSG00000033170,FUT8,7.29,9.96,7.65,6.88,11.03,3.15,6.2,8.02,7.21
ENSG00000033178,UBA6,4.17,3.16,5.18,4.31,4.46,0.89,1.6,3.09,3.64
ENSG00000033327,GAB2,6.94,8.16,4.68,6.58,11.69,8.36,9.83,11.24,9.03
ENSG00000033627,ATP6V0A1,98.12,46.5,68.04,119.44,117.64,16.97,70.49,41.21,78.8
ENSG00000033800,PIAS1,5.67,4.17,3.36,4.67,8.25,1.17,2.09,2.27,5.06
ENSG00000033867,SLC4A7,1.07,1,1.04,0.9,1.08,0.95,0.49,0.5,1.27
ENSG00000034053,APBA2,22.66,19.81,27.21,17.8,31.07,4.96,20.77,16.3,18.2
ENSG00000034152,MAP2K3,2.17,3.54,2.45,2.02,2.49,1.72,2.81,2.81,1.89
ENSG00000034239,EFCAB1,1.12,0.43,2.4,1.56,1.02,0.06,0,0.56,1.05
ENSG00000034510,TMSB10,1856.82,580.69,2311.03,1477.73,1015.68,678.04,1178.74,690.96,1126.43
ENSG00000034533,ASTE1,3.73,4.25,4.29,5.41,4.11,1.18,3.71,2.74,3.54
ENSG00000034677,RNF19A,10.47,8.08,9.68,6.95,9.82,1.35,5.84,5.88,8.58
ENSG00000034693,PEX3,3.65,3.1,4.52,3.92,4.14,0.87,3.36,2.69,3.69
ENSG00000034713,GABARAPL2,171.46,129.37,246.68,209.34,170.5,87.98,152.27,103.95,200.51
ENSG00000034971,MYOC,0,0.03,0.05,0.04,0,0.05,0.43121475,0.12,0
ENSG00000035115,SH3YL1,2.12,2.74,2.6,2.87,2.67,0.81,2.18,2.66,2.32
ENSG00000035141,FAM136A,7.28,5.72,8.01,8.81,4.55,2.12,4.81,5.04,6.22
ENSG00000035403,VCL,2.87,11.69,3.29,5.32,5.03,3.67,7.33,7.78,3.64
ENSG00000035499,DEPDC1B,0.12,0.12,0.38,0.23,0.38,0.02,0.07,0.1,0.09
ENSG00000035664,DAPK2,0.16,1.17,0.21,0.3,0.71,0.84,1.66,1.57,0.45
ENSG00000035681,NSMAF,1.67,2.99,1.53,1.61,2.5,0.69,2.36,2.64,1.98
ENSG00000035687,ADSS,13.73,5.31,13.06,13.27,10.98,2.15,6.48,7,11.55
ENSG00000035720,STAP1,0.13,0,0.16,0.11,0.07,0.04,0,0,0.23
ENSG00000035862,TIMP2,59.31,59.51,75.34,48.41,83.47,12.42,21.72,40.78,49.97
ENSG00000035928,RFC1,4.15,5.68,3.41,3.62,5.59,1.79,4.22,5.16,4.72
ENSG00000036054,TBC1D23,6.89,4.11,8.09,7.79,6.26,1.85,5.45,4.11,6.37
ENSG00000036257,CUL3,9.8,5.18,10.01,11.6,8.02,1.94,4.32,5.09,7.83
ENSG00000036448,MYOM2,2.97,1.09,2.95,3.66,2.72,0.43,1.66,1.16,2.41
ENSG00000036473,OTC,0,0,0.06,0.15,0.07,0,0.21,0.01,0.13
ENSG00000036530,CYP46A1,13.02,9.12,10.18,13.54,20.76,6.62,13.62,11.56,12.6
ENSG00000036549,ZZZ3,2.69,3.02,2.48,1.86,3.12,0.7,2.16,2.74,2.88
ENSG00000036565,SLC18A1,0,0.02,0,0.01,0.02,0,0.15,0,0.03
ENSG00000036672,USP2,4.46,4.23,2.97,2.86,7.56,1.97,5.94,3.58,4.82
ENSG00000036828,CASR,0.05,0.02,0,0.07,0.34,0,0.06,0.05,0
ENSG00000037042,TUBG2,42.25,32.28,39.09,55.89,45.13,16.05,46.39,34.95,39.91
ENSG00000037241,RPL26L1,7.51,3.35,10.43,9.75,6.41,1.68,5.68,2.95,5.81
ENSG00000037280,FLT4,0,2.3,0.45,0.23,0.52,0.68,0.96,0.95,0.33
ENSG00000037474,NSUN2,3.03,4.39,3.21,2.65,4.47,0.79,3.19,6.35,3.24
ENSG00000037637,FBXO42,2.46,2.69,2.86,1.62,3.54,0.89,2.7,2.29,2
ENSG00000037749,MFAP3,5.55,4.25,5.23,1.84,4.67,0.6,3.02,2.86,3.99
ENSG00000037757,MRI1,1.14,5.04,1.59,1,3.12,2.41,4.01,3.88,2.06
ENSG00000037897,METTL1,1.73,1.64,2.64,2.68,2.2,0.55,2,1.35,1.88
ENSG00000037965,HOXC8,0.19,0,0,0,0,0,0,0,0.02
ENSG00000038002,AGA,3.08,1.88,4.49,2.62,4.05,1.45,2.74,3.6,3.61
ENSG00000038210,PI4K2B,0.53,2.02,0.99,0.69,0.63,0.38,1,1.38,0.7
ENSG00000038219,BOD1L1,4.15,3.84,2.07,1.73,6.59,1.49,3.03,3.91,3.88
ENSG00000038274,MAT2B,14.31,5.75,15.09,20.1,14.06,2.42,9.35,6.6,13.71
ENSG00000038295,TLL1,0.21,0.29,0.28,0.38,0.52,0.04,0.34,0.14,0.44
ENSG00000038358,EDC4,9.57,10.28,14.75,7.09,17.11,3.14,7.6,7.95,6.13
ENSG00000038382,TRIO,8.57,9.38,7.22,5.8,15.71,1.61,4.95,5.53,6.46
ENSG00000038427,VCAN,1.35,6.92,2.17,3.09,4.32,1.68,3.55,4.3,3.7
ENSG00000038532,CLEC16A,2.07,4.61,2.2,0.72,3.96,1.26,3.22,3.38,2.02
ENSG00000038945,MSR1,0.1,0.16,0.11,0.14,0.35,0.01,0.14,0.09,0.23
ENSG00000039068,CDH1,0.35,0.45,0.13,0.06,0.18,0.1,0.45,0.6,0.6
ENSG00000039123,SKIV2L2,9.88,6.47,9.41,12.01,8.1,3.49,7.1,7.21,8.79
ENSG00000039139,DNAH5,0,0.1,0.12,0.22,0.28,0.02,0.43,0.08,0.18
ENSG00000039319,ZFYVE16,1.53,4.06,2.16,2.06,2.13,1.39,1.86,3.23,3.19
